silk_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,101,105,109,113,117,121,124,129,133,137,141
1,2.0000999999999998,NA,NA,NA,15.9999,NA,NA,NA,33.9999,NA,NA,NA,123.9999,NA,NA,NA,32.0001,33.9999,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,9.9999,NA,NA,44.0001,NA,NA,NA,56.000099999999996,NA,NA,NA,18,NA,NA,NA,75.9999,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,9.9999,NA,NA,NA,21.9999,NA,NA,NA,20.0001,NA,NA,NA,21.9999,NA,NA,NA,9.9999,NA,NA,NA,24,NA,NA,NA,18,NA,NA,NA,6,NA,NA,NA,63.999900000000004,NA,NA,NA,33.9999,NA,NA,NA,14.0001,NA,NA,NA,18,NA,NA,NA,12,NA,NA,NA,20.0001,NA,NA,NA,51.999900000000004,NA,NA,NA,38.0001,NA,NA,NA,21.9999,NA,NA,NA,3.9999,NA,NA,NA,15.9999,NA,NA,NA,15.9999,NA,NA,NA,15.9999,NA,NA,NA,39.9999,NA,32.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2.0000999999999998,NA,NA,NA,9.9999,NA,NA,NA,8.0001,NA,NA,NA,50.000099999999996,NA,NA,NA,98.0001,NA,NA,NA,80.0001,NA,NA,NA,104.0001,NA,NA,NA,44.0001,NA,NA,NA,63.999900000000004,NA,NA,NA,57.999900000000004,NA,NA,NA,24,NA,NA,NA,93.9999,NA,NA,NA,9.9999,NA,NA,NA,44.0001,NA,NA,NA,9.9999,NA,NA,NA,44.0001,NA,NA,NA,69.9999,NA,NA,NA,54,NA,NA,NA,51.999900000000004,NA,NA,NA,51.999900000000004,NA,NA,NA,39.9999,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0,NA,NA,NA,1.8837000000000002,NA,NA,NA,11.3016,NA,NA,NA,69.69300000000001,NA,NA,NA,177.05790000000002,NA,NA,NA,22.6032,NA,NA,NA,30.1374,NA,NA,NA,54.624300000000005,NA,NA,NA,30.1374,NA,NA,NA,20.7195,NA,NA,NA,16.9524,NA,NA,NA,7.5344999999999995,NA,NA,NA,28.253999999999998,NA,NA,NA,30.1374,NA,NA,NA,9.4179,NA,NA,NA,1.8837000000000002,NA,NA,NA,1.8837000000000002,NA,NA,NA,0,NA,NA,NA,11.3016,NA,NA,NA,5.6508,NA,NA,NA,7.5344999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,8.0001,NA,NA,NA,21.9999,NA,NA,NA,26.000100000000003,NA,NA,NA,21.9999,NA,NA,NA,15.9999,NA,NA,NA,2.0000999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,NA,NA,NA,2.0000999999999998,NA,NA,NA,12,NA,NA,NA,6,NA,NA,NA,9.9999,NA,NA,NA,8.0001,NA,NA,NA,8.0001,NA,NA,NA,6,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,15.9999,NA,NA,NA,8.0001,NA,NA,NA,9.9999,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,11.2623,NA,NA,NA,33.7869,NA,NA,NA,11.2623,NA,NA,NA,58.1886,NA,NA,NA,NA,NA,NA,NA,41.2953,0,NA,NA,5.6312999999999995,NA,NA,NA,9.385200000000001,NA,NA,NA,9.385200000000001,NA,NA,NA,28.155900000000003,NA,NA,NA,22.5246,NA,NA,NA,26.278800000000004,NA,NA,NA,9.385200000000001,NA,NA,NA,37.5411,NA,NA,NA,15.016499999999999,NA,NA,NA,13.139400000000002,NA,NA,NA,20.6475,NA,NA,NA,24.4017,NA,NA,NA,15.016499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,12,NA,NA,NA,26.000100000000003,NA,NA,NA,36,NA,NA,NA,56.000099999999996,NA,NA,NA,15.9999,NA,NA,NA,9.9999,NA,NA,NA,9.9999,NA,NA,NA,20.0001,NA,NA,NA,42,NA,NA,NA,30,NA,NA,NA,14.0001,NA,NA,NA,8.0001,NA,NA,NA,2.0000999999999998,NA,NA,NA,36,NA,NA,NA,48,NA,NA,NA,9.9999,NA,NA,NA,20.0001,NA,NA,NA,15.9999,NA,NA,NA,0,NA,NA,NA,8.0001,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,33.9999,NA,NA,NA,18,NA,NA,NA,14.0001,NA,NA,NA,21.9999,NA,NA,NA,6,NA,NA,NA,8.0001,NA,NA,NA,8.0001,NA,NA,NA,3.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,51.999900000000004,NA,NA,NA,108,NA,NA,NA,123.9999,NA,NA,NA,57.999900000000004,NA,NA,NA,122.0001,NA,NA,NA,60,NA,NA,NA,294,NA,NA,NA,1071.9999,NA,NA,NA,243.99989999999997,NA,NA,NA,729.9999,NA,NA,NA,1364.0001,NA,NA,NA,500.0001,NA,NA,NA,734.0001,NA,NA,NA,255.99989999999997,NA,NA,NA,506.0001,NA,NA,NA,363.99989999999997,NA,NA,NA,624,NA,NA,NA,672,NA,NA,NA,572.0001,NA,NA,NA,432,NA,NA,NA,356.00010000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,24,NA,NA,NA,51.999900000000004,NA,NA,NA,8.0001,NA,NA,NA,33.9999,NA,NA,NA,74.0001,NA,NA,NA,81.9999,NA,NA,NA,69.9999,NA,NA,NA,30,NA,NA,NA,108,NA,NA,NA,336,NA,NA,NA,74.0001,NA,NA,NA,75.9999,NA,NA,NA,441.9999,NA,NA,NA,630,NA,NA,NA,326.00010000000003,NA,NA,NA,24,NA,NA,NA,8.0001,NA,NA,NA,14.0001,NA,NA,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,9.9999,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,3.9999,NA,NA,NA,2.0000999999999998,NA,NA,NA,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,9.9999,NA,NA,NA,8.0001,NA,NA,NA,6,NA,NA,NA,45.9999,NA,NA,NA,15.9999,NA,NA,NA,15.9999,NA,NA,NA,8.0001,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,6,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,8.0001,NA,NA,NA,2.0000999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,21.9999,NA,NA,NA,36,NA,NA,NA,20.0001,NA,NA,NA,75.9999,NA,NA,NA,21.9999,NA,NA,NA,27.999899999999997,NA,NA,NA,12,NA,NA,NA,50.000099999999996,NA,NA,NA,72,NA,NA,NA,24,NA,NA,NA,45.9999,NA,NA,NA,18,NA,NA,NA,68.0001,NA,NA,NA,36,NA,NA,NA,90,NA,NA,NA,207.99989999999997,NA,NA,NA,156,NA,NA,NA,99.9999,NA,NA,NA,162,NA,NA,NA,324,NA,NA,NA,332.00010000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0,NA,NA,NA,12,NA,NA,NA,27.999899999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2.0000999999999998,NA,NA,NA,2.0000999999999998,NA,NA,NA,6,NA,NA,NA,3.9999,NA,NA,NA,0,NA,NA,NA,3.9999,NA,NA,NA,0,NA,NA,NA,6,NA,NA,NA,21.9999,NA,NA,NA,27.999899999999997,NA,NA,NA,177.9999,NA,NA,NA,222,NA,NA,NA,108,NA,NA,NA,140.0001,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,42,NA,NA,NA,50.000099999999996,NA,NA,NA,50.000099999999996,NA,NA,NA,99.9999,NA,NA,NA,146.0001,NA,NA,NA,210,NA,NA,NA,135.9999,NA,NA,NA,411.9999,NA,NA,NA,566.0001,NA,NA,NA,390,NA,NA,NA,1152,NA,NA,NA,716.0001,NA,NA,NA,242.00010000000003,NA,NA,NA,432,NA,NA,NA,273.99989999999997,NA,NA,NA,138,NA,NA,NA,369.99989999999997,NA,NA,NA,798,NA,NA,NA,218.00010000000003,NA,NA,NA,285.99989999999997,NA,NA,NA,1028.0001,NA,NA,NA,519.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,5.4546,NA,NA,NA,130.9092,NA,NA,NA,61.81830000000001,NA,NA,NA,30.909000000000002,NA,NA,NA,27.2727,NA,NA,NA,81.8181,NA,NA,NA,14.545499999999999,NA,NA,NA,25.4544,NA,NA,NA,23.636400000000002,NA,NA,NA,27.2727,NA,NA,NA,32.7273,NA,NA,NA,39.9999,NA,NA,NA,23.636400000000002,NA,NA,NA,30.909000000000002,NA,NA,NA,36.3636,NA,NA,NA,18.1818,NA,NA,NA,141.81810000000002,NA,NA,NA,83.6364,NA,NA,NA,50.909099999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,9.9999,NA,NA,NA,60,NA,NA,NA,164.0001,NA,NA,NA,212.00010000000003,NA,NA,NA,186,NA,NA,NA,213.99989999999997,NA,NA,NA,74.0001,NA,NA,NA,86.0001,NA,NA,NA,63.999900000000004,NA,NA,NA,92.0001,NA,NA,NA,159.9999,NA,NA,NA,912,NA,NA,NA,30,NA,NA,NA,21.9999,NA,NA,NA,14.0001,NA,NA,NA,33.9999,NA,NA,NA,42,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,18,NA,NA,NA,57.999900000000004,NA,NA,NA,99.9999,NA,NA,NA,150,NA,NA,NA,62.000099999999996,NA,NA,NA,141.9999,NA,NA,NA,144,NA,NA,NA,9.9999,NA,NA,NA,44.0001,NA,NA,NA,68.0001,NA,NA,NA,146.0001,NA,NA,NA,104.0001,NA,NA,NA,114,NA,NA,NA,90,NA,NA,NA,24,NA,NA,NA,24,NA,NA,NA,32.0001,NA,NA,NA,36,NA,NA,NA,56.000099999999996,NA,NA,NA,33.9999,NA,NA,NA,62.000099999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,6,NA,NA,NA,9.9999,NA,NA,NA,6,NA,NA,NA,2.0000999999999998,NA,NA,NA,2.0000999999999998,NA,NA,NA,2.0000999999999998,NA,NA,NA,6,NA,NA,NA,3.9999,NA,NA,NA,0,NA,NA,NA,9.9999,NA,NA,NA,2.0000999999999998,NA,NA,NA,30,NA,NA,NA,62.000099999999996,NA,NA,NA,42,NA,NA,NA,78,NA,NA,NA,72,NA,NA,NA,126,NA,NA,NA,54,NA,NA,NA,38.0001,NA,NA,NA,24,NA,NA,NA,9.9999,NA,NA,NA,NA,12,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,24,NA,NA,NA,39.9999,NA,NA,NA,104.0001,NA,NA,NA,30,NA,NA,NA,48,NA,NA,NA,30,NA,NA,NA,38.0001,NA,NA,NA,39.9999,NA,NA,NA,42,NA,NA,NA,66,NA,NA,NA,48,NA,NA,NA,18,NA,NA,NA,24,NA,NA,NA,38.0001,NA,NA,NA,24,NA,NA,NA,8.0001,NA,NA,NA,78,NA,NA,NA,15.9999,NA,NA,NA,33.9999,NA,NA,NA,8.0001,NA,NA,NA,45.9999,NA,NA,NA,6,NA,NA,NA,135.9999,NA,NA,NA,104.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,14.0001,NA,NA,NA,15.9999,NA,NA,NA,39.9999,NA,NA,NA,54,NA,NA,NA,33.9999,NA,NA,NA,33.9999,NA,NA,NA,18,NA,NA,NA,36,NA,NA,NA,9.9999,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,82.6666,NA,NA,NA,81.3334,NA,NA,NA,38.6666,NA,NA,NA,36,NA,NA,NA,89.3334,NA,NA,NA,113.3334,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,112,NA,NA,NA,86.6666,NA,NA,NA,149.3334,NA,NA,NA,102.6666,NA,NA,NA,97.3334,NA,NA,NA,202.6666,NA,NA,NA,52,NA,NA,NA,74.6666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,68,NA,NA,NA,76,NA,NA,NA,70.6666,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,115.7894,NA,NA,NA,88.8888,NA,NA,NA,26.9006,NA,NA,NA,49.1228,NA,NA,NA,92.3976,NA,NA,NA,46.7836,NA,NA,NA,51.462,NA,NA,NA,24.5614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,22.6666,NA,NA,NA,38.6666,NA,NA,NA,33.3334,NA,NA,NA,46.6666,NA,NA,NA,NA,NA,NA,NA,65.3334,NA,NA,NA,69.3334,NA,NA,NA,170.6666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,18.6666,NA,NA,NA,70.6666,NA,NA,NA,66.6666,NA,NA,NA,104,NA,NA,NA,128,NA,NA,NA,16,NA,NA,NA,24,NA,NA,NA,96,NA,NA,0,56,NA,NA,NA,58.6666,NA,NA,NA,144,NA,NA,NA,109.3334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,6,NA,NA,NA,20.0001,NA,NA,NA,14.0001,NA,NA,NA,8.0001,NA,NA,NA,20.0001,NA,NA,NA,24,NA,NA,NA,12,NA,NA,NA,144,NA,NA,NA,42,NA,NA,NA,21.9999,NA,NA,NA,84,NA,NA,NA,150,NA,NA,NA,39.9999,NA,NA,NA,300,NA,NA,NA,44.0001,NA,NA,NA,93.9999,NA,NA,NA,57.999900000000004,NA,NA,NA,45.9999,NA,NA,NA,86.0001,NA,NA,NA,44.0001,NA,NA,NA,158.0001,NA,NA,NA,441.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,15.9999,NA,NA,NA,0,NA,NA,NA,14.0001,NA,NA,NA,2.0000999999999998,NA,NA,NA,2.0000999999999998,NA,NA,NA,27.999899999999997,NA,NA,NA,78,NA,NA,NA,20.0001,NA,NA,NA,219.99989999999997,NA,NA,NA,327.99989999999997,NA,NA,NA,1455.9999,NA,NA,NA,170.0001,NA,NA,NA,222,NA,NA,NA,30,NA,NA,NA,176.0001,NA,NA,NA,74.0001,NA,NA,NA,9.9999,NA,NA,NA,2.0000999999999998,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0,NA,NA,NA,15.9999,NA,NA,NA,26.000100000000003,NA,NA,NA,24,NA,NA,NA,20.0001,NA,NA,NA,27.999899999999997,NA,NA,NA,21.9999,NA,NA,NA,15.9999,NA,NA,NA,27.999899999999997,NA,NA,NA,26.000100000000003,NA,NA,NA,38.0001,NA,NA,NA,74.0001,NA,NA,NA,99.9999,NA,NA,NA,198,NA,NA,NA,189.9999,NA,NA,NA,129.9999,NA,NA,NA,60,NA,NA,NA,92.0001,NA,NA,NA,290.00010000000003,NA,NA,NA,339.99989999999997,NA,NA,NA,543.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,90,NA,NA,NA,372,NA,NA,NA,218.00010000000003,NA,NA,NA,711.9999,NA,NA,NA,624,NA,NA,NA,920.0001,NA,NA,NA,2952,NA,NA,NA,3344.0001,NA,NA,NA,2880,NA,NA,NA,7488,NA,NA,NA,999.9999,NA,NA,NA,360,NA,NA,NA,279.99989999999997,NA,NA,NA,236.00010000000003,NA,NA,NA,2264.0001,NA,NA,NA,1496.0001,NA,NA,NA,48,NA,NA,NA,50.000099999999996,NA,NA,NA,126,NA,NA,NA,30,NA,NA,NA,27.999899999999997,NA,NA,NA,81.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,120,NA,NA,NA,111.9999,NA,NA,NA,39.9999,NA,NA,NA,453.9999,NA,NA,NA,20.0001,NA,NA,NA,21.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,3.9999,NA,NA,NA,8.0001,NA,NA,NA,0,NA,NA,NA,39.9999,NA,NA,NA,98.0001,NA,NA,NA,138,NA,NA,NA,114,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2.0000999999999998,NA,NA,NA,110.0001,NA,NA,NA,68.0001,NA,NA,NA,96,NA,NA,NA,104.0001,NA,NA,NA,20.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,15.9999,NA,NA,NA,18,NA,NA,NA,90,NA,NA,NA,102,NA,NA,NA,128.0001,NA,NA,NA,183.9999,NA,NA,NA,74.0001,NA,NA,NA,123.9999,NA,NA,NA,48,NA,NA,NA,63.999900000000004,NA,NA,NA,27.999899999999997,NA,NA,NA,50.000099999999996,NA,NA,NA,51.999900000000004,NA,NA,NA,57.999900000000004,NA,NA,NA,140.0001,NA,NA,NA,27.999899999999997,NA,NA,NA,111.9999,NA,NA,NA,134.0001,NA,NA,NA,138,NA,NA,NA,32.0001,NA,NA,NA,15.9999,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2.0000999999999998,NA,NA,NA,9.9999,NA,NA,NA,12,NA,NA,NA,15.9999,NA,NA,NA,30,NA,NA,NA,39.9999,NA,NA,NA,102,NA,NA,NA,62.000099999999996,NA,NA,NA,57.999900000000004,NA,NA,NA,84,NA,NA,NA,30,NA,NA,NA,78,NA,NA,NA,20.0001,NA,NA,NA,14.0001,NA,NA,NA,33.9999,NA,NA,NA,36,NA,NA,NA,18,NA,NA,NA,86.0001,NA,NA,NA,27.999899999999997,NA,NA,NA,32.0001,NA,NA,NA,8.0001,NA,NA,NA,14.0001,NA,NA,NA,20.0001,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
